Code_INSEE;Nom_commune;Code_postal;coordonnees_gps;Population
21559;STE MARIE SUR OUCHE;21410;47.2887, 4.80367;716
21562;ST MAURICE SUR VINGEANNE;21610;47.5794, 5.39829;230
21563;ST MESMIN;21540;47.3458, 4.65537;133
21570;STE SABINE;21320;47.1875, 4.62169;210
21584;SAULIEU;21210;47.284, 4.23192;2578
21587;SAULX LE DUC;21120;47.5505, 5.0221;249
21588;SAUSSEY;21360;47.0636, 4.60954;82
01002;L ABERGEMENT DE VAREY;01640;46.0092, 5.42802;242
01006;AMBLEON;01300;45.7495, 5.59432;115
01012;ARANC;01110;46.0015, 5.51131;331
01016;ARBIGNY;01190;46.4777, 4.95994;458
01028;BANEINS;01990;46.1141, 4.90146;606
01033;BELLEGARDE SUR VALSERINE;01200;46.1068, 5.83203;12108
01036;BELMONT LUTHEZIEU;01260;45.8847, 5.65116;582
01037;BENONCES;01470;45.8375, 5.48285;292
01038;BENY;01370;46.3189, 5.28253;768
01041;BETTANT;01500;45.9369, 5.36668;766
01050;BOISSEY;01380;46.3728, 4.99898;338
01054;BOURG ST CHRISTOPHE;01800;45.8862, 5.14349;1335
01057;BOZ;01190;46.4052, 4.91358;526
01064;BRIORD;01470;45.7708, 5.48537;1013
01076;CHALEY;01230;45.9533, 5.53683;145
01079;CHAMPAGNE EN VALROMEY;01260;45.9316, 5.69322;844
01082;CHANAY;01420;46.0057, 5.76893;654
01085;LA CHAPELLE DU CHATELARD;01240;46.0745, 5.02162;389
01093;CHATILLON SUR CHALARONNE;01400;46.1232, 4.9581;5128
01095;CHAVANNES SUR SURAN;01250;46.275, 5.41649;813
01102;CHEVROUX;01190;46.3825, 4.96288;980
01104;CHEZERY FORENS;01410;46.2226, 5.87248;471
01109;COLLONGES;01550;46.1419, 5.9004;2243
01118;CORBONOD;01420;45.9659, 5.78962;1283
01135;CROZET;01170;46.2916, 5.9951;2197
01139;CURCIAT DONGALON;01560;46.4885, 5.16344;452
01142;DAGNEUX;01120;45.8532, 5.07289;4634
01146;DOMPIERRE SUR CHALARONNE;01400;46.1415, 4.90142;439
01148;DORTAN;01590;46.3133, 5.64147;1889
01149;DOUVRES;01500;45.9843, 5.37107;1083
01159;FEILLENS;01570;46.3366, 4.88507;3363
01167;GARNERANS;01140;46.2136, 4.82843;684
01173;GEX;01170;46.3472, 6.04651;11949
01177;GRAND CORENT;01250;46.2074, 5.43319;184
01184;HAUTECOURT ROMANECHE;01250;46.1611, 5.42944;814
01187;HAUT VALROMEY;01260;46.0317, 5.70267;725
01187;HAUT VALROMEY;01260;46.0317, 5.70267;725
01188;ILLIAT;01140;46.1867, 4.8884;629
01192;IZERNORE;01580;46.218, 5.56258;2338
01196;JAYAT;01340;46.3661, 5.1143;1158
01204;LE POIZAT LALLEYRIAT;01130;46.148, 5.71829;718
01210;LELEX;01410;46.2855, 5.92928;229
01214;LEYSSARD;01450;46.1624, 5.47633;159
01218;LOCHIEU;01260;45.9302, 5.74131;99
01232;MARBOZ;01851;46.3434, 5.24375;2262
01238;MASSIEUX;01600;45.9094, 4.8278;2577
01240;MATAFELON GRANGES;01580;46.2565, 5.53959;665
01240;MATAFELON GRANGES;01580;46.2565, 5.53959;665
01246;MEZERIAT;01660;46.2423, 5.04725;2172
01247;MIJOUX;01410;46.3622, 6.00903;349
01248;MIONNAY;01390;45.8956, 4.92417;2185
01260;LE MONTELLIER;01800;45.9287, 5.07093;295
01261;MONTHIEUX;01390;45.9623, 4.94556;677
01262;MONTLUEL;01120;45.8909, 5.01988;7138
01263;MONTMERLE SUR SAONE;01090;46.085, 4.76086;3859
01267;NURIEUX VOLOGNAT;01460;46.1831, 5.51436;1052
01267;NURIEUX VOLOGNAT;01460;46.1831, 5.51436;1052
01273;NEUVILLE SUR AIN;01160;46.091, 5.3735;1726
01277;NIVOLLET MONTGRIFFON;01230;45.9999, 5.45848;120
01289;PERONNAS;01960;46.1712, 5.21802;6539
01294;PEYRIEU;01300;45.6762, 5.67913;865
01298;PLAGNE;01130;46.1883, 5.71764;127
01304;PONT D AIN;01160;46.0542, 5.34704;2913
01313;PREVESSIN MOENS;01280;46.2583, 6.07223;8049
01314;PRIAY;01160;46.0198, 5.28523;1724
01321;REVONNAS;01250;46.1615, 5.33544;969
01338;GROSLEE ST BENOIT;01680;45.6892, 5.5844;1226
01345;ST DENIS EN BUGEY;01500;45.9489, 5.32368;2324
01352;ST ETIENNE SUR REYSSOUZE;01190;46.403, 5.00606;573
01356;ST GEORGES SUR RENON;01400;46.1038, 5.03002;229
01360;ST JEAN DE GONVILLE;01630;46.2179, 5.94203;1694
01389;ST TRIVIER SUR MOIGNANS;01990;46.0618, 4.90159;1888
01390;ST VULBAS;01150;45.8222, 5.2702;1210
01396;SAULT BRENAZ;01150;45.8654, 5.40416;999
01397;SAUVERNY;01220;46.3127, 6.11044;1074
01399;SEGNY;01170;46.2936, 6.07288;2017
01414;SUTRIEU;01260;45.9311, 5.64988;212
01431;VAUX EN BUGEY;01150;45.9201, 5.36353;1260
01432;VERJON;01270;46.3459, 5.34853;268
01435;VERSONNEX;01210;46.2998, 6.10058;2237
01436;VESANCY;01170;46.3611, 6.08471;513
01439;VESINES;01570;46.3593, 4.86266;104
01443;VILLARS LES DOMBES;01330;45.9927, 5.04508;4548
01444;VILLEBOIS;01150;45.8486, 5.44711;1176
01450;VILLIEU LOYES MOLLON;01800;45.932, 5.22953;3576
01453;VIRIEU LE PETIT;01260;45.9064, 5.73707;314
01454;VIRIGNIN;01300;45.7267, 5.71282;1094
01457;VONNAS;01540;46.2169, 4.99744;2984
02008;AIZY JOUY;02370;49.4384, 3.51149;298
35062;LA CHAPELLE JANSON;35133;48.3353, -1.0853;1459
35065;LA CHAPELLE THOUARAULT;35590;48.1253, -1.85812;2100
35072;CHATILLON EN VENDELAIS;35210;48.2287, -1.16547;1735
35078;CHERRUEIX;35120;48.5954, -1.7146;1151
35100;DOMPIERRE DU CHEMIN;35210;48.2671, -1.14644;589
35109;ETRELLES;35370;48.0697, -1.21606;2601
35110;FEINS;35440;48.3281, -1.62597;954
35120;GEVEZE;35850;48.2133, -1.79931;5275
35125;LA GUERCHE DE BRETAGNE;35130;47.9443, -1.24422;4419
35126;GUICHEN;35580;47.9654, -1.79026;8424
35131;L HERMITAGE;35590;48.1221, -1.81665;4322
35132;HIREL;35120;48.5948, -1.80915;1405
35134;LES IFFS;35630;48.2938, -1.86721;279
35137;JAVENE;35133;48.3168, -1.20598;2132
35140;LALLEU;35320;47.8563, -1.52231;597
35148;LANRIGAN;35270;48.3913, -1.69125;151
35150;LECOUSSE;35133;48.36, -1.22059;3285
35153;LILLEMER;35111;48.5707, -1.85549;354
35161;LOUVIGNE DE BAIS;35680;48.0522, -1.33866;1882
35164;MARCILLE RAOUL;35560;48.3744, -1.61394;808
35167;MARTIGNE FERCHAUD;35640;47.8282, -1.32808;2678
35173;MELESSE;35520;48.2193, -1.6895;6247
35179;MINIAC MORVAN;35540;48.5247, -1.89543;3930
35180;MINIAC SOUS BECHEREL;35190;48.2811, -1.92727;775
35190;MONTHAULT;35420;48.5122, -1.17563;278
35192;MONTREUIL DES LANDES;35210;48.2508, -1.22879;251
35196;MORDELLES;35310;48.0858, -1.84211;7451
35202;LA NOE BLANCHE;35470;47.7951, -1.74513;988
35205;NOYAL SOUS BAZOUGES;35560;48.4173, -1.624;398
35206;NOYAL CHATILLON SUR SEICHE;35230;48.0525, -1.66331;7035
35221;PLECHATEL;35470;47.8752, -1.73376;2769
35222;PLEINE FOUGERES;35610;48.5311, -1.57392;1996
35227;PLEUMELEUC;35137;48.183, -1.89293;3267
35228;PLEURTUIT;35730;48.5827, -2.05991;6750
35231;POLIGNE;35320;47.899, -1.68518;1212
35240;LE RHEU;35650;48.0974, -1.7815;8643
35253;ST AUBIN DU CORMIER;35140;48.2585, -1.42136;3888
35261;ST CHRISTOPHE DE VALAINS;35140;48.3415, -1.45214;221
35269;ST GEORGES DE CHESNE;35140;48.2705, -1.30957;718
35270;ST GEORGES DE GREHAIGNE;35610;48.5793, -1.54915;386
35273;ST GERMAIN EN COGLES;35133;48.3974, -1.26443;2086
35280;ST HILAIRE DES LANDES;35140;48.3383, -1.36661;1055
35281;ST JACQUES DE LA LANDE;35136;48.0756, -1.72405;12759
35284;ST JOUAN DES GUERETS;35430;48.6037, -1.96531;2682
35288;ST MALO;35400;48.64, -1.98061;47318
14621;ST MARTIN DE BIENFAITE LA CRESSONNIERE;14290;49.0329, 0.352774;494
14625;ST MARTIN DE LA LIEUE;14100;49.1103, 0.224396;796
14635;ST OMER;14220;48.9284, -0.443692;181
14640;ST PAIR;14670;49.1655, -0.186717;216
14646;ST PIERRE CANIVET;14700;48.9211, -0.230013;409
14659;ST SYLVAIN;14190;49.0532, -0.215598;1440
14679;SUBLES;14400;49.2392, -0.749928;691
14681;SURRAIN;14710;49.3284, -0.854851;160
14684;TESSEL;14250;49.151, -0.56804;255
14689;LE HOM;14220;48.9865, -0.485109;3743
14697;L OUDON;14170;48.9626, 0.032943;0
14711;TREVIERES;14710;49.2992, -0.916096;940
14737;VERSAINVILLE;14700;48.9198, -0.171525;469
14742;VICQUES;14170;48.9532, -0.074249;70
14747;VIEUX;14930;49.1128, -0.442947;723
14748;VIEUX BOURG;14130;49.3128, 0.245451;94
14750;VIEUX PONT EN AUGE;14140;49.0423, 0.0529788;0
14753;VILLERS CANIVET;14420;48.9336, -0.261312;823
14756;LA VILLETTE;14570;48.909, -0.543205;223
14762;VIRE NORMANDIE;14500;48.8512, -0.889602;18543
14762;VIRE NORMANDIE;14500;48.8512, -0.889602;18543
14762;VIRE NORMANDIE;14500;48.8512, -0.889602;18543
14762;VIRE NORMANDIE;14500;48.8512, -0.889602;18543
14762;VIRE NORMANDIE;14500;48.8512, -0.889602;18543
14762;VIRE NORMANDIE;14500;48.8512, -0.889602;18543
14762;VIRE NORMANDIE;14500;48.8512, -0.889602;18543
14763;VOUILLY;14230;49.2959, -1.0323;0
15010;ARCHES;15200;45.2985, 2.31776;186
15021;BOISSET;15600;44.7857, 2.25506;639
15038;CHAMPS SUR TARENTAINE MARCHAL;15270;45.404, 2.60404;1089
15038;CHAMPS SUR TARENTAINE MARCHAL;15270;45.404, 2.60404;1089
15045;CHAUDES AIGUES;15110;44.8489, 2.99823;918
15049;CHEYLADE;15400;45.199, 2.72031;242
15056;CRANDELLES;15250;44.957, 2.36041;839
15069;FERRIERES ST MARY;15170;45.1721, 3.08204;247
15081;JOU SOUS MONJOU;15800;44.9403, 2.6625;111
15087;LACAPELLE DEL FRAISSE;15120;44.7731, 2.4305;341
15089;LADINHAC;15120;44.7672, 2.50975;487
15091;LANDEYRAT;15160;45.2729, 2.87236;100
15092;LANOBRE;15270;45.4344, 2.54974;1475
15093;LAPEYRUGUE;15120;44.7297, 2.53385;112
15096;LASCELLE;15590;45.0336, 2.57471;308
15101;LAVEISSIERE;15300;45.1035, 2.78285;563
15108;VAL D ARCOMIE;15320;44.9385, 3.20556;1018
15108;VAL D ARCOMIE;15320;44.9385, 3.20556;1018
15111;MADIC;15210;45.372, 2.45917;216
15113;MANDAILLES ST JULIEN;15590;45.0777, 2.6643;193
15118;MARMANHAC;15250;45.0075, 2.47841;739
15133;MONTMURAT;15600;44.6311, 2.20086;133
15140;NAUCELLES;15250;44.9525, 2.42118;2029
15142;NEUVEGLISE;15260;44.931, 2.97943;1790
15153;PLEAUX;15700;45.1304, 2.24935;1549
15155;PRADIERS;15160;45.284, 2.92138;96
15167;ROUZIERS;15600;44.7965, 2.20974;121
15201;ST MARTIN SOUS VIGOUROUX;15230;44.9353, 2.79358;252
57306;HAYANGE;57700;49.3309, 6.06649;15833
57312;HELSTROFF;57220;49.1523, 6.48235;547
57329;HOLLING;57220;49.2573, 6.49986;446
57341;HUNTING;57480;49.4144, 6.32946;758
57353;JUVELIZE;57630;48.7672, 6.65661;74
57355;KALHAUSEN;57412;49.0234, 7.14458;871
57359;KEMPLICH;57920;49.3246, 6.39524;169
57362;KERPRICH AUX BOIS;57830;48.7366, 6.96004;157
57364;KIRSCH LES SIERCK;57480;49.4372, 6.41053;318
57374;LAFRIMBOLLE;57560;48.6031, 7.02379;213
57386;LAUDREFANG;57385;49.0829, 6.64217;343
57391;LEMONCOURT;57590;48.8636, 6.38717;74
57393;LENGELSHEIM;57720;49.1061, 7.40785;233
57394;LENING;57670;48.9582, 6.81929;323
57396;LESSY;57160;49.1272, 6.09955;775
57407;LIXHEIM;57635;48.7875, 7.14505;613
57413;LONGEVILLE LES ST AVOLD;57740;49.1192, 6.64824;3804
57436;MALAUCOURT SUR SEILLE;57590;48.8433, 6.3589;133
57437;MALLING;57480;49.4149, 6.30673;638
57443;MARANGE SILVANGE;57535;49.2158, 6.11238;6049
57447;MARLY;57155;49.0658, 6.15231;10329
57452;LA MAXE;57140;49.1617, 6.19206;887
57457;MENSKIRCH;57320;49.32, 6.42943;144
57463;METZ;57050;49.1081, 6.19552;119538
57464;METZERESCHE;57920;49.295, 6.30744;928
57475;MONDORFF;57570;49.5021, 6.25579;570
57477;MONTBRONN;57415;48.9976, 7.30622;1683
57478;MONTDIDIER;57670;48.9328, 6.81547;76
57485;MORVILLE LES VIC;57170;48.8153, 6.5472;133
57488;MOUSSEY;57770;48.6714, 6.77871;581
57491;MOYEUVRE GRANDE;57250;49.254, 6.03713;7834
57505;NIDERVILLER;57565;48.7106, 7.11797;1245
57506;NIEDERSTINZEL;57930;48.8717, 7.01381;264
57507;NIEDERVISSE;57220;49.1617, 6.56499;260
57511;NORROY LE VENEUR;57140;49.1796, 6.11099;1048
57513;NOUSSEVILLER LES BITCHE;57720;49.1001, 7.37371;142
57515;NOVEANT SUR MOSELLE;57680;49.0323, 6.03876;1876
57518;OBERSTINZEL;57930;48.7917, 7.03624;363
57527;ORNY;57420;49.0303, 6.2489;375
57536;PETIT TENQUIN;57660;48.9885, 6.86904;241
57539;PEVANGE;57340;48.9081, 6.62186;54
57542;PIBLANGE;57220;49.2459, 6.4121;1040
57549;PONTPIERRE;57380;49.049, 6.63805;755
57551;POSTROFF;57930;48.8551, 7.07473;212
65107;BOURREAC;65100;43.1054, 0.00269825;109
65109;BRAMEVAQUE;65370;42.9775, 0.559652;40
65110;BUGARD;65220;43.2553, 0.311328;88
65115;CABANAC;65350;43.2734, 0.225559;302
65125;CAMPISTROUS;65300;43.1446, 0.374576;333
65136;CAUBOUS;65230;43.2431, 0.468806;45
65137;CAUSSADE RIVIERE;65700;43.5165, 0.00978619;101
65138;CAUTERETS;65110;42.8522, -0.126528;967
65147;CIEUTAT;65200;43.1223, 0.213095;608
65149;CLARAC;65190;43.219, 0.251872;188
65150;CLARENS;65300;43.1538, 0.412136;546
65159;ESCALA;65250;43.0877, 0.41125;391
65167;ESPIEILH;65130;43.0789, 0.240992;27
65168;ESQUIEZE SERE;65120;42.8808, -0.00717784;411
65171;ESTARVIELLE;65240;42.8207, 0.415397;30
65173;ESTERRE;65120;42.8716, 0.0105586;195
65177;FONTRAILLES;65220;43.3425, 0.368909;141
65178;FRECHEDE;65220;43.3652, 0.261264;47
65179;FRECHENDETS;65130;43.0614, 0.234135;34
65185;GARDERES;65320;43.2829, -0.106324;450
65187;GAUSSAN;65670;43.2227, 0.478344;120
65189;GAYAN;65320;43.3046, 0.0486919;271
65193;GEMBRIE;65370;42.9886, 0.575395;79
65199;GERM;65240;42.7764, 0.44109;38
65202;GEZ;65400;43.0126, -0.121361;344
65203;GEZ EZ ANGLES;65100;43.0881, 0.0247151;31
65206;GOUDON;65190;43.2454, 0.236811;241
65208;GRAILHEN;65170;42.8314, 0.372241;24
65216;HAUBAN;65200;43.0994, 0.162842;110
65218;HECHES;65250;42.9999, 0.373889;621
65221;HIIS;65200;43.1356, 0.0964314;248
65225;HOURC;65350;43.2501, 0.175477;114
65226;IBOS;65420;43.2411, 0.000239711;3051
65237;JUNCALAS;65100;43.0528, 0.00117393;178
65243;LAFITOLE;65700;43.4494, 0.0766668;494
65251;LALOUBERE;65310;43.2091, 0.0761771;1991
65261;LARAN;65670;43.2345, 0.473332;52
65262;LARREULE;65700;43.441, 0.016206;423
65263;LARROQUE;65230;43.3135, 0.487635;107
65268;LAYRISSE;65380;43.1369, 0.0500386;181
65271;LEZIGNAN;65100;43.0989, -0.00717401;359
65272;LHEZ;65190;43.2024, 0.194846;76
65279;LORTET;65250;43.0399, 0.374062;221
65283;LOUDERVIELLE;65240;42.8019, 0.439492;55
65293;LUSTAR;65220;43.2694, 0.340455;117
65294;LUTILHOUS;65300;43.1343, 0.326801;233
65303;MASCARAS;65190;43.1924, 0.174126;350
65304;MAUBOURGUET;65700;43.4689, 0.0442509;2494
65306;MAUVEZIN;65130;43.1208, 0.281034;240
65311;MINGOT;65140;43.3742, 0.171415;98
65313;MOMERES;65360;43.1744, 0.0813794;770
65316;MONLONG;65670;43.198, 0.468865;109
65320;MONTGAILLARD;65200;43.1232, 0.111049;870
65323;MONTSERIE;65150;43.0494, 0.43752;67
65327;NESTIER;65150;43.0596, 0.478343;161
65328;NEUILH;65200;43.0749, 0.0705572;108
07139;LAVIOLLE;07530;44.7621, 4.33355;114
07145;LUSSAS;07170;44.6192, 4.4663;1153
07147;MALARCE SUR LA THINES;07140;44.478, 4.05012;248
07154;MAZAN L ABBAYE;07510;44.7246, 4.08103;129
07156;MEYRAS;07380;44.6776, 4.26001;979
07157;MEYSSE;07400;44.6193, 4.71649;1339
07158;MEZILHAC;07530;44.8069, 4.34185;96
07176;PLANZOLLES;07230;44.4862, 4.15765;135
07178;PONT DE LABEAUME;07380;44.6658, 4.29739;587
07188;QUINTENAS;07290;45.1923, 4.69505;1582
07190;ROCHECOLOMBE;07200;44.5185, 4.44841;217
07191;ROCHEMAURE;07400;44.5893, 4.69212;2340
07193;ROCHER;07110;44.5806, 4.27907;281
07198;ROMPON;07800;44.7787, 4.7301;1082
07203;SAGNES ET GOUDOULET;07450;44.8014, 4.21581;122
07207;ST ALBAN AURIOLLES;07120;44.4343, 4.29516;1080
07214;ST APOLLINAIRE DE RIAS;07240;44.9205, 4.59052;195
07220;ST CHRISTOL;07160;44.8696, 4.43824;105
07225;ST CLAIR;07430;45.2756, 4.68712;1119
07227;ST CYR;07430;45.2491, 4.73643;1374
07231;ST ETIENNE DE FONTBELLON;07200;44.5986, 4.37389;2759
07232;ST ETIENNE DE LUGDARES;07590;44.6473, 3.97321;418
07233;ST ETIENNE DE SERRE;07190;44.8012, 4.52362;239
07241;ST GERMAIN;07170;44.5531, 4.44826;735
07242;ST GINEIS EN COIRON;07580;44.6337, 4.53894;120
07244;ST JEAN CHAMBRE;07240;44.9083, 4.56164;294
07254;ST JULIEN DU SERRE;07200;44.66, 4.40396;889
07257;ST JULIEN LE ROUX;07240;44.8675, 4.67592;105
07272;ST MAURICE D ARDECHE;07200;44.519, 4.40484;326
07283;ST PIERRE LA ROCHE;07400;44.6539, 4.62188;59
07284;ST PIERRE ST JEAN;07140;44.4826, 4.10164;150
07288;ST PRIEST;07000;44.7131, 4.53562;1261
07295;ST SAUVEUR DE MONTAGUT;07190;44.8202, 4.57255;1138
07297;ST SYLVESTRE;07440;44.988, 4.74988;518
07299;ST SYMPHORIEN DE MAHUN;07290;45.1564, 4.54974;132
07303;ST VINCENT DE DURFORT;07360;44.7919, 4.63829;240
07306;SAMPZON;07120;44.4124, 4.33204;229
07307;SANILHAC;07110;44.5327, 4.23229;467
07314;SILHAC;07240;44.8741, 4.61339;376
07315;LA SOUCHE;07380;44.6277, 4.16244;374
07319;LE TEIL;07400;44.5432, 4.66471;8747
07323;TOULAUD;07130;44.9022, 4.79271;1725
07324;TOURNON SUR RHONE;07300;45.0536, 4.81493;10936
07333;VANOSC;07690;45.2241, 4.53452;966
07334;LES VANS;07140;44.3922, 4.11524;2745
07334;LES VANS;07140;44.3922, 4.11524;2745
07340;VEYRAS;07000;44.7351, 4.55638;1596
07343;VINEZAC;07110;44.5464, 4.33294;1396
07346;VIVIERS;07220;44.4835, 4.66986;3787
08004;AIRE;08190;49.4707, 4.16389;224
08005;ALINCOURT;08310;49.4031, 4.34518;150
08010;AMBLY FLEURY;08130;49.4891, 4.48932;134
08011;ANCHAMPS;08500;49.9247, 4.66427;226
08014;ANNELLES;08310;49.4316, 4.41382;145
08017;APREMONT;08250;49.2594, 4.96764;122
08018;ARDEUIL ET MONTFAUXELLES;08400;49.2672, 4.70481;73
08028;AUBRIVES;08320;50.0874, 4.76695;896
08029;AUFLANCE;08370;49.6153, 5.29558;88
08030;AUGE;08380;49.8572, 4.26844;62
08031;AURE;08400;49.2765, 4.62392;55
08035;AUTRUCHE;08240;49.4541, 4.90568;69
08047;BARBAISE;08430;49.6767, 4.57966;97
08053;BAZEILLES;08140;49.6774, 4.98515;2671
08055;BEAUMONT EN ARGONNE;08210;49.5276, 5.03537;450
08056;BEFFU ET LE MORTHOMME;08250;49.3721, 4.89224;51
08066;BIGNICOURT;08310;49.3901, 4.42199;69
08067;BLAGNY;08110;49.6239, 5.19808;1250
08079;BOUTANCOURT;08160;49.6815, 4.76991;298
08087;BROGNON;08380;49.9327, 4.28047;154
08089;BUZANCY;08240;49.4184, 4.97363;348
08096;CHALANDRY ELAIRE;08160;49.7077, 4.75646;664
08098;CHAMPIGNEULLE;08250;49.3515, 4.92797;65
08102;CHAPPES;08220;49.6074, 4.27941;97
08103;CHARBOGNE;08130;49.5061, 4.59007;228
08111;LE CHATELET SUR RETOURNE;08300;49.4103, 4.27415;796
08113;CHAUMONT PORCIEN;08220;49.6486, 4.23824;483
08122;CHOOZ;08600;50.0908, 4.8008;763
08125;CLIRON;08090;49.8088, 4.61186;358
08128;CONDE LES AUTRY;08250;49.2452, 4.8555;76
08133;COUCY;08300;49.5096, 4.46208;517
08134;COULOMMES ET MARQUENY;08130;49.4296, 4.5743;97
08142;DONCHERY;08350;49.7375, 4.89028;2258
08145;DOUZY;08140;49.6732, 5.03586;2207
08173;FLIZE;08160;49.6953, 4.77517;1190
08174;FLOING;08200;49.7233, 4.93287;2495
08175;FOISCHES;08600;50.1291, 4.77469;207
08176;FOSSE;08240;49.4498, 5.00506;53
08178;FRAILLICOURT;08220;49.6643, 4.16834;188
08183;FROMELENNES;08600;50.115, 4.86299;1027
08183;FROMELENNES;08600;50.115, 4.86299;1027
08197;GRANDHAM;08250;49.2909, 4.855;44
08199;LA GRANDVILLE;08700;49.7864, 4.80383;854
08204;GUINCOURT;08130;49.5563, 4.62813;90
08211;HARAUCOURT;08450;49.6241, 4.95361;749
08214;HARGNIES;08170;50.0092, 4.791;471
08216;HAUDRECY;08090;49.7837, 4.61216;311
08222;HAYBES;08170;49.9928, 4.73513;1954
08235;ISSANCOURT ET RUMEL;08440;49.7569, 4.82778;414
08237;JOIGNY SUR MEUSE;08700;49.8321, 4.76386;704
08250;LEFFINCOURT;08310;49.3815, 4.55085;191
39329;MIEGES;39250;46.7873, 6.04198;148
39331;MIGNOVILLARD;39250;46.7758, 6.14394;824
39341;LES MOLUNES;39310;46.3425, 5.93198;0
39353;MONTFLEUR;39320;46.3332, 5.44582;192
39359;MONTMARLON;39110;46.873, 5.9663;32
39361;MONTMIREY LE CHATEAU;39290;47.23, 5.53412;195
39362;MONTMOROT;39570;46.6869, 5.51961;3305
39367;MORBIER;39400;46.5569, 6.01611;2449
39368;HAUTS DE BIENNE;39400;46.5258, 6.03329;5660
39370;MOUCHARD;39330;46.9776, 5.78997;1448
39372;MOURNANS CHARBONNY;39250;46.7768, 5.99039;100
39391;NOZEROY;39250;46.7702, 6.03612;450
39397;ORGELET;39270;46.5063, 5.62225;1612
39400;OUR;39700;47.1074, 5.64891;143
39404;PANNESSIERES;39570;46.6984, 5.59467;486
39409;PEINTRE;39290;47.198, 5.47297;126
39424;LES PLANCHES EN MONTAGNE;39150;46.6636, 6.00068;167
39432;POINTRE;39290;47.2219, 5.49076;126
39456;RELANS;39140;46.7663, 5.43805;349
39467;ROTALIER;39190;46.5832, 5.47701;178
39470;LES ROUSSES;39220;46.4985, 6.07007;3505
39478;ST CLAUDE;39200;46.4086, 5.87556;10097
39478;ST CLAUDE;39200;46.4086, 5.87556;10097
39478;ST CLAUDE;39200;46.4086, 5.87556;10097
39480;ST DIDIER;39570;46.7083, 5.51275;296
39483;ST HYMETIERE;39240;46.3608, 5.54925;107
39493;ST MAURICE CRILLAT;39130;46.5681, 5.83386;238
39494;ST PIERRE;39150;46.5684, 5.90301;360
39499;SALIGNEY;39350;47.223, 5.63682;189
39504;SARROGNA;39270;46.474, 5.61763;241
39506;SAVIGNA;39240;46.4378, 5.56848;0
39507;SELIGNEY;39120;46.9441, 5.54073;80
39508;SELLIERES;39230;46.8254, 5.55675;779
39512;SERGENON;39120;46.9022, 5.46665;57
39514;SERRE LES MOULIERES;39700;47.2058, 5.61406;201
39518;SONGESON;39130;46.6469, 5.83038;73
39520;SOUVANS;39380;46.979, 5.55351;501
39522;SUPT;39300;46.8541, 5.98173;107
39528;THERVAY;39290;47.2404, 5.60925;397
39530;THOIRETTE;39240;46.279, 5.52403;893
39531;THOIRIA;39130;46.5198, 5.74629;209
39540;VALEMPOULIERES;39300;46.8282, 5.87421;225
39569;VILLERS FARLAY;39600;46.9939, 5.75983;683
39573;VILLETTE LES DOLE;39100;47.0447, 5.4941;782
40001;AIRE SUR L ADOUR;40800;43.6984, -0.265146;6654
40011;ARSAGUE;40330;43.5819, -0.789694;367
54510;SORNEVILLE;54280;48.7411, 6.41623;347
54515;THELOD;54330;48.544, 6.05077;251
54527;TONNOY;54210;48.5545, 6.25932;747
54529;TRAMONT EMY;54115;48.4135, 5.94925;31
54537;UGNY;54870;49.4636, 5.70828;748
54541;VALHEY;54370;48.6835, 6.49391;178
54544;VANDELAINVILLE;54890;49.0292, 5.98235;138
54545;VANDELEVILLE;54115;48.4247, 5.9915;214
54549;VARANGEVILLE;54110;48.6417, 6.32138;3763
54556;VEHO;54450;48.6034, 6.70884;99
54557;VELAINE EN HAYE;54840;48.6992, 6.04715;1924
54566;VILCEY SUR TREY;54700;48.9397, 5.95867;163
54569;VILLE AU VAL;54380;48.8411, 6.13005;207
54572;VILLE HOUDLEMONT;54730;49.5391, 5.6572;670
54578;VILLERS LES NANCY;54600;48.6617, 6.12879;14887
54579;VILLERS SOUS PRENY;54700;48.9431, 5.99503;358
54584;VILLEY ST ETIENNE;54200;48.7281, 5.96351;1123
54586;VITERNE;54123;48.5872, 6.01298;737
54590;VIVIERS SUR CHIERS;54260;49.4658, 5.63118;659
54590;VIVIERS SUR CHIERS;54260;49.4658, 5.63118;659
54591;VOINEMONT;54134;48.5171, 6.17416;336
54592;VRONCOURT;54330;48.4591, 6.07726;280
54594;XAMMES;54470;48.9781, 5.84898;149
55002;ABAUCOURT HAUTECOURT;55400;49.197, 5.54869;118
55007;AMBLY SUR MEUSE;55300;49.0226, 5.45226;254
55010;ANCERVILLE;55170;48.6399, 5.02374;2834
55026;BADONVILLIERS GERAUVILLIERS;55130;48.5445, 5.57775;144
55027;BANNONCOURT;55300;48.9533, 5.48371;163
55028;BANTHEVILLE;55110;49.3529, 5.07369;128
55029;BAR LE DUC;55000;48.7642, 5.16347;16337
55035;BAZINCOURT SUR SAULX;55170;48.6873, 5.14014;152
55038;BEAULIEU EN ARGONNE;55250;49.0432, 5.03981;37
55040;BEAUSITE;55250;48.9672, 5.21267;252
55044;BELRAIN;55260;48.8638, 5.30724;42
55047;BETHELAINVILLE;55100;49.1685, 5.23347;179
55058;BONCOURT SUR MEUSE;55200;48.8079, 5.58514;339
55060;BONZEE;55160;49.0905, 5.56471;367
55061;LE BOUCHON SUR SAULX;55500;48.609, 5.22782;261
55062;BOUCONVILLE SUR MADT;55300;48.8444, 5.70457;109
